Orden;Periodo panel;ciudad;cod_distrito;distrito;cod_barrio;barrio;año;fecha_indicador;fuente_indicador;categoría_1;categoría_2;indicador_nivel1;indicador_nivel2;indicador_nivel3;unidad_indicador;indicador_completo;valor_indicador
43739;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2018;2018;Estadística Ayuntamiento de Madrid;Indicadores Económicos;Indicadores económicos;Renta ;Neta anual;;Renta;Renta neta media anual de los hogares (Urban Audit)             ;38.883
43740;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2020;2020;Estadística Ayuntamiento de Madrid;Indicadores Económicos;Indicadores económicos;Pensión;Hombres;;Euros;Pensión media mensual Hombres ;1.527
43741;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2020;2020;Estadística Ayuntamiento de Madrid;Indicadores Económicos;Indicadores económicos;Pensión;Mujeres;;Euros;"Pensión media mensual  Mujeres
";1.148
43742;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;;;Personas;Paro registrado (número de personas registradas en SEPE en Febrero 2022) ;135
43743;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Hombres;;Personas;Paro registrado (número de personas registradas en SEPE en Febrero 2022) Hombres;59
43744;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Mujeres;;Personas;Paro registrado (número de personas registradas en SEPE en Febrero 2022) Mujeres;76
43745;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;;;Tasa;Tasa absoluta de paro registrado (Febrero  2022);6,35
43746;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Mujeres;;Tasa;Tasa absoluta de paro registrado Mujeres;7,92
43747;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Mujeres;De 16 a 24 años;Tasa;Tasa de desempleo en mujeres de 16 a 24 años;1,08
43748;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Mujeres;De 25 a 44 años;Tasa;Tasa de desempleo en mujeres de 25 a 44 años;7,6
43749;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Mujeres;De 45 a 64 años;Tasa;Tasa de desempleo en mujeres de 45 a 64 años;9,47
43750;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Hombres;;Tasa;Tasa absoluta de paro registrado Hombres ;5,06
43751;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Hombres;De 16 a 24 años;Tasa;Tasa de desempleo en hombres de 16 a 24 años;2,12
43752;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Hombres;De 25 a 44 años;Tasa;Tasa de desempleo en hombres de 25 a 44 años;2,82
43753;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Hombres;De 45 a 64 años;Tasa;Tasa de desempleo en hombres de 45 a 64 años;8,04
43754;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;;;Personas;Población en etapas educativas;413
43755;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 0 a 2 años;;Personas;Población en etapa educativa de 0 a 2 años;69
43756;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 3 a 5 años;;Personas;Población en etapa educativa de 3 a 5 años;90
43757;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 6 a 11 años;;Personas;Población en etapa educativa de 6 a 11 años;158
43758;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 12 a 15 años;;Personas;Población en etapa educativa de 12 a 15 años;96
43759;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;;Niños;Personas;Etapas educativas. Total niños;210
43760;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 0 a 2 años;Niños;Personas;Población infantil masculina en etapa educativa de 0 a 2 años;33
43761;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 3 a 5 años;Niños;Personas;Población infantil masculina en etapa educativa de 3 a 5 años;42
43762;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 6 a 11 años;Niños;Personas;Población infantil masculina en etapa educativa de 6 a 11 años;90
43763;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 12 a 15 años;Niños;Personas;Población infantil masculina en etapa educativa de 12 a 15 años;45
43764;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;;Niñas;Personas;Etapas educativas. Total niñas;203
43765;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 0 a 2 años;Niñas;Personas;Población infantil femenina en etapa educativa de 0 a 2 años;36
43766;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 3 a 5 años;Niñas;Personas;Población infantil femenina en etapa educativa de 3 a 5 años;48
43767;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 6 a 11 años;Niñas;Personas;Población infantil femenina en etapa educativa de 6 a 11 años;68
43768;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 12 a 15 años;Niñas;Personas;Población infantil femenina en etapa educativa de 12 a 15 años;51
43769;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;No sabe leer ni escribir o sin estudios                         ;;Personas;Población mayor/igual  de 25 años  que no sabe leer ni escribir o sin estudios                ;128
43770;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;Primaria incompleta      ;;Personas;Población mayor/igual  de 25 años con enseñanza primaria incompleta  ;362
43771;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;Bachiller Elemental, Graduado Escolar, ESO, Formación profesional 1º grado       ;;Personas;Población mayor/igual  de 25 años con Bachiller Elemental, Graduado Escolar, ESO, Formación profesional 1º grado  ;830
43772;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;Formación profesional 2º grado, Bachiller Superior o BUP                ;;Personas;Población mayor/igual  de 25 años con Formación profesional 2º grado, Bachiller Superior o BUP  ;709
43773;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;Titulaciones medias, diplomaturas, arquitectura técnica o ingeniería técnica;;Personas;Población mayor/igual  de 25 años con titulación media, diplomatura, arquitectura o ingeniería técnica    ;249
43774;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;Estudios superiores, licenciatura, grado,  arquitectura,  ingeniería sup., estudios sup. no universitarios, doctorado,  postgraduado;;Personas;Población mayor/igual  de 25 años  con estudios superiores, licenciatura, arquitectura, ingeniería sup., estudios sup. no universitarios, doctorado,  postgraduado  ;515
43775;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;Nivel de estudios desconocido y no consta                                   ;;Personas;Población mayor/igual  de 25 años con Nivel de estudios desconocido y/o no consta                                   ;0
43778;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2020;2020;Portal de datos abiertos del Ayuntamiento de Madrid;Vivienda;;Inmuebles;Uso residencial;;Número;Número de inmuebles de uso residencial ;1.464
43779;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2020;2019;Portal de datos abiertos del Ayuntamiento de Madrid;Vivienda;;Inmuebles;Uso residencial;Año medio construcción;Año;Año medio de contrucción de inmuebles de uso residencial ;1.960
43780;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2020;2020;Estadística Ayuntamiento de Madrid;Vivienda;;Inmuebles;Uso residencial;Superficie media;m2;Superficie media de la vivienda (m2) en transacción                                                ;83,3
43781;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2020;2020;Estadística Ayuntamiento de Madrid;Vivienda;;Tiempo;Media de crédito;;Tiempo (meses);Duración media del crédito (meses) en transacción de vivienda ;0
43782;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centros de Servicios Sociales;;Equipamientos;Centros de Servicios Sociales;N/E
43783;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centros Municipales de Mayores ;;Equipamientos;Centros Municipales de Mayores ;1
43784;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centros de Día de Alzheimer y Físicos;;Equipamientos;Centros de Día de Alzheimer y Físicos;2
43785;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Apartamentos Municipales para Mayores;;Equipamientos;Apartamentos Municipales para Mayores;N/E
43786;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Residencias para personas Mayores ;;Equipamientos;Residencias para personas Mayores ;N/E
43787;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centros de Apoyo a las Familias (CAF);;Equipamientos;Centros de Apoyo a las Familias (CAF);N/E
43788;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centros de Atención a la Infancia (CAI);;Equipamientos;Centros de Atención a la Infancia (CAI);N/E
43789;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centro de Día de Atención a Niños y Niñas (de 3 a 12 años);;Equipamientos;Centro de Día de Atención a Niños y Niñas (de 3 a 12 años) ;N/E
43790;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Espacios de Ocio para Adolescentes (El Enredadero);;Equipamientos;Espacios de Ocio para Adolescentes (El Enredadero);N/E
43791;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centros de Adolescentes y Jóvenes (ASPA) ;;Equipamientos;Centros de Adolescentes y Jóvenes (ASPA) ;N/E
43792;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Ayuntamiento de Madrid: Departamento de prevención del sinhogarismo y atención a personas sin hogar;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centros para personas sin hogar ;;Equipamientos;Centros para personas sin hogar ;N/E
43793;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Género;Número de equipamientos;Espacios de Igualdad ;;Equipamientos;Espacios de Igualdad ;N/E
43794;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Salud;Número de equipamientos;Centros Municipales de Salud Comunitaria (CMSC);;Equipamientos;Centros Municipales de Salud Comunitaria (CMSC);N/E
43795;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Salud;Número de equipamientos;Centros de Atención a las Adicciones (CAD y CCAD);;Equipamientos;Centros de Atención a las Adicciones (CAD y CCAD);N/E
43796;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Cultura;Número de equipamientos;Nº de Bibliotecas Municipales;;Equipamientos;Bibliotecas Municipales;N/E
43797;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal web de la Comunidad de Madrid;Servicios y equipamientos Municipales;Cultura;Número de equipamientos;Nº de Bibliotecas Comunidad Madrid;;Equipamientos;Bibliotecas Comunidad Madrid;N/E
43798;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Cultura;Número de equipamientos;Número de Centros y espacios;Culturales ;Equipamientos;Centros y Espacios Culturales;1
43799;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Deportes;Número de equipamientos;Instalaciones deportivas básicas;;Equipamientos;Instalaciones deportivas básicas;1
43800;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Deportes;Número de equipamientos;Centros deportivos Municipales;;Equipamientos;Centros deportivos Municipales;N/E
43801;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Deportes;Número de equipamientos;Campos de fútbol 11;;Equipamientos;Campos de fútbol 11;N/E
43802;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Deportes;Número de equipamientos;Pista de atletismo ;;Equipamientos;Pista de atletismo ;N/E
43803;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Deportes;Número de equipamientos;Piscinas cubiertas;;Equipamientos;Piscinas cubiertas;N/E
43804;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Deportes;Número de equipamientos;Piscinas de verano;;Equipamientos;Piscinas de verano;N/E
43805;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Educación;Número de equipamientos;Escuelas infantiles ;Municipales;Equipamientos;Escuelas Infantiles Municipales;N/E
43806;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Educación;Número de equipamientos;Colegios Públicos;;Equipamientos;Colegios Públicos Infantil y Primaria ;1
43807;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Empresa y comercio;Número de equipamientos;Mercados Municipales;;Equipamientos;Mercados Municipales;N/E
43808;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Participación ciudadana;Entidades de participación ciudadana;Número de entidades;Asociaciones;;Entidades;Asociaciones (Sección 1ª);8
43809;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Participación ciudadana;Entidades de participación ciudadana;Número de entidades;Asociaciones;Culturales y Casas Regionales;Entidades;Asociaciones culturales y casas regionales;1
43810;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Participación ciudadana;Entidades de participación ciudadana;Número de entidades;Asociaciones;Mujeres;Entidades;Asociaciones de mujeres;1
43811;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Participación ciudadana;Entidades de participación ciudadana;Número de entidades;Asociaciones;Vecinales;Entidades;Asociaciones vecinales;4
43812;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2021;2022;Portal de datos abiertos del Ayuntamiento de Madrid;Participación ciudadana;Entidades de participación ciudadana;Número de entidades;Fundaciones;;Entidades;Fundaciones (Sección 2ª);N/E
43813;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;138
43814;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Densidad de población;;;Habitantes/Ha.;Población densidad (hab./Ha.) ;24,09
43815;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2022;2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;3.346
43816;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2022;2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Hombres;;Habitantes;Población Hombres ;1.513
43817;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Mujeres;;Habitantes;Población Mujeres;1.833
43818;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2022;2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Edad Media;;;Edad;Edad media de la población;45,17
43819;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;0-14;;Personas;Población de 0 a 14 años   ;558
43820;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;15-29;;Personas;Población de 15 a 29 años;536
43821;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;30-44;;Personas;Población de 30 a 44  años;491
43822;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;45-64;;Personas;Población de 45 a 64 años;888
43823;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;65-79;;Personas;Población de 65 a 79 años      ;576
43824;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;80 y más;;Personas;Población de 80 años y más           ;297
43825;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;65 y más;;Personas;Población de 65 años y más          ;873
43826;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;de 3 a 16 años;;Personas;Población en etapa educativa (Población de 3 a 16 años -16 no incluidos)                            ;584
43827;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes; de 0-15 entre población total;;Proporción;Proporción de juventud (Población de 0-15 años/Población total) porcentaje;17,4
43828;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Población > 65 años/Población total;;Proporción;Proporción de envejecimiento (Población mayor de 65 años/Población total);25,63
43829;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Población > 80 años/ Población >65 años;;Proporción;Proporción de sobre-envejecimiento (Población mayor de 80 años/ Población mayor de 65 años);33,72
43830;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Índice de dependencia;;Índice;Índice de dependencia (Población de 0-15 + población 65 años y más / Pob. 16-64) ;75,5
43831;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Nacionalidad española;;Personas;Personas con nacionalidad española             ;3.105
43832;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Hombres;Nacionalidad española;Personas;Personas con nacionalidad española Hombres                      ;1.439
43833;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Mujeres;Nacionalidad española;Personas;Personas con nacionalidad española Mujeres                         ;1.666
43834;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;Nacionalidad extranjera;Personas;Personas con nacionalidad extranjera            ;251
43835;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Hombres;Nacionalidad extranjera;Personas;Personas con nacionalidad extranjera Hombres                       ;72
43836;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Mujeres;Nacionalidad extranjera;Personas;Personas con nacionalidad extranjera Mujeres                        ;179
43837;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Extranjeros menos UE y resto países de OCDE / Población total;Personas migrantes;Proporción;Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total);0,05
43840;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de los hogares;Número de Hogares;;;Hogares;Total hogares;1.135
43841;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de los hogares;Número de Hogares;;;Media   ;Tamaño medio del hogar      ;2,96
43842;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de los hogares;Número de Hogares;mujer sola mayor de 65 años  ;;Hogares;Hogares con una mujer sola mayor de 65 años                      ;116
43843;2022;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de los hogares;Número de Hogares;hombre solo mayor de 65 años         ;;Hogares;Hogares con un hombre solo mayor de 65 años                     ;38
